
 num     #instances         #bytes  class name
1342:             1             16  org.jetbrains.jps.incremental.groovy.GroovyModelSerializerExtension
1343:             1             16  org.jetbrains.jps.incremental.groovy.GroovyResourceChecker
1344:             1             16  org.jetbrains.jps.incremental.instrumentation.RmiStubsGenerator
1345:             1             16  org.jetbrains.jps.incremental.java.AnnotationsExcludedJavaSourceRootProvider
1346:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer
1347:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer$$Lambda$34/64133603
1348:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer$$Lambda$35/1436901839
1349:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer$$Lambda$36/999522307
1350:             1             16  org.jetbrains.jps.incremental.relativizer.PathRelativizerService$$Lambda$28/1353170030
1351:             1             16  org.jetbrains.jps.incremental.relativizer.PathRelativizerService$$Lambda$29/370869802
1352:             1             16  org.jetbrains.jps.incremental.resources.ResourcesBuilder
1353:             1             16  org.jetbrains.jps.incremental.storage.BuildDataManager$1
1354:             1             16  org.jetbrains.jps.incremental.storage.BuildDataManager$2
1355:             1             16  org.jetbrains.jps.incremental.storage.FileKeyDescriptor
1356:             1             16  org.jetbrains.jps.incremental.storage.FileTimestampStorage$StateExternalizer
1357:             1             16  org.jetbrains.jps.incremental.storage.OneToManyPathsMapping$PathCollectionExternalizer
1358:             1             16  org.jetbrains.jps.incremental.storage.OutputToTargetRegistry$1
1359:             1             16  org.jetbrains.jps.incremental.storage.PathStringDescriptor
1360:             1             16  org.jetbrains.jps.incremental.storage.ProjectTimestamps
1361:             1             16  org.jetbrains.jps.indices.impl.IgnoredFileIndexImpl
1362:             1             16  org.jetbrains.jps.intellilang.instrumentation.PatternValidatorBuilderService
1363:             1             16  org.jetbrains.jps.intellilang.model.impl.JpsIntelliLangExtensionServiceImpl
1364:             1             16  org.jetbrains.jps.intellilang.model.impl.JpsIntelliLangModelSerializerExtension
1365:             1             16  org.jetbrains.jps.javaee.build.jspValidation.JasperValidator
1366:             1             16  org.jetbrains.jps.javaee.build.jspValidation.JspValidationBuilderService
1367:             1             16  org.jetbrains.jps.javaee.model.impl.JpsJavaeeModelSerializerExtension
1368:             1             16  org.jetbrains.jps.jpa.model.impl.JpsJpaModelSerializerExtension
1369:             1             16  org.jetbrains.jps.maven.compiler.MavenBuilderService
1370:             1             16  org.jetbrains.jps.maven.compiler.MavenResourcesBuilder
1371:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenDependenciesEnumerationHandler$MavenFactory
1372:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenExtensionServiceImpl$$Lambda$23/1684792003
1373:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenExtensionServiceImpl$1
1374:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenModelSerializationExtension
1375:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenModelSerializationExtension$$Lambda$18/1646800829
1376:             1             16  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTargetType$$Lambda$50/1043208434
1377:             1             16  org.jetbrains.jps.model.artifact.impl.JpsArtifactRole
1378:             1             16  org.jetbrains.jps.model.artifact.impl.JpsArtifactServiceImpl
1379:             1             16  org.jetbrains.jps.model.fileTypes.impl.FileNameMatcherFactoryImpl
1380:             1             16  org.jetbrains.jps.model.impl.JpsElementFactoryImpl
1381:             1             16  org.jetbrains.jps.model.impl.JpsEncodingConfigurationServiceImpl
1382:             1             16  org.jetbrains.jps.model.impl.JpsExElementFactoryImpl
1383:             1             16  org.jetbrains.jps.model.impl.JpsGlobalElementReference
1384:             1             16  org.jetbrains.jps.model.java.JpsAnnotationRootType
1385:             1             16  org.jetbrains.jps.model.java.JpsJavaModuleType
1386:             1             16  org.jetbrains.jps.model.java.impl.JavaModuleExtensionRole
1387:             1             16  org.jetbrains.jps.model.java.impl.JavaProjectExtensionRole
1388:             1             16  org.jetbrains.jps.model.java.impl.JpsJavaDependencyExtensionRole
1389:             1             16  org.jetbrains.jps.model.java.impl.JpsJavaExtensionServiceImpl
1390:             1             16  org.jetbrains.jps.model.java.impl.compiler.JpsJavaCompilerConfigurationImpl$$Lambda$13/249155636
1391:             1             16  org.jetbrains.jps.model.library.JpsOrderRootType$1
1392:             1             16  org.jetbrains.jps.model.library.JpsOrderRootType$2
1393:             1             16  org.jetbrains.jps.model.library.JpsOrderRootType$3
1394:             1             16  org.jetbrains.jps.model.library.impl.JpsLibraryRole
1395:             1             16  org.jetbrains.jps.model.module.impl.JpsModuleRole
1396:             1             16  org.jetbrains.jps.model.module.impl.JpsModuleSourceRootRole
1397:             1             16  org.jetbrains.jps.model.module.impl.JpsSdkReferencesTableImpl$JpsSdkReferencesTableRole
1398:             1             16  org.jetbrains.jps.model.serialization.JpsEncodingModelSerializerExtension
1399:             1             16  org.jetbrains.jps.model.serialization.JpsProjectLoader$$Lambda$20/275310919
1400:             1             16  org.jetbrains.jps.model.serialization.impl.JpsSerializationManagerImpl
1401:             1             16  org.jetbrains.jps.model.serialization.jarRepository.JpsRemoteRepositoriesModelSerializerExtension
1402:             1             16  org.jetbrains.jps.model.serialization.java.JpsJavaModelSerializerExtension
1403:             1             16  org.jetbrains.jps.service.impl.JpsServiceManagerImpl$SingleClassLoaderPluginManager
1404:             1             16  org.jetbrains.jps.service.impl.SharedThreadPoolImpl
1405:             1             16  org.jetbrains.jps.uiDesigner.compiler.FormsBuilderService
1406:             1             16  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerConfigurationImpl$UiDesignerConfigurationState
1407:             1             16  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerExtensionServiceImpl
1408:             1             16  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerSerializerExtension
1409:             1             16  org.jetbrains.jps.webSphere.LooseAppBuilder
1410:             1             16  org.jetbrains.jps.webSphere.LooseBuilderService
1411:             1             16  org.jetbrains.kotlin.config.KotlinCommonJpsModelSerializerExtension
1412:             1             16  org.jetbrains.kotlin.config.ResourceKotlinRootType
1413:             1             16  org.jetbrains.kotlin.config.SourceKotlinRootType
1414:             1             16  org.jetbrains.kotlin.config.TestResourceKotlinRootType
1415:             1             16  org.jetbrains.kotlin.config.TestSourceKotlinRootType
1416:             1             16  org.jetbrains.kotlin.jps.build.KotlinBuilder$Companion
1417:             1             16  org.jetbrains.kotlin.jps.build.KotlinBuilderService
1418:             1             16  org.jetbrains.kotlin.jps.build.KotlinJavaBuilderExtension
1419:             1             16  org.jetbrains.kotlin.jps.build.KotlinResourcesRootProvider
1420:             1             16  org.jetbrains.kotlin.jps.build.KotlinSourceRootProvider
1421:             1             16  org.jetbrains.kotlin.jps.model.JpsKotlinFacetModuleExtension$Companion
1422:             1             16  org.jetbrains.kotlin.jps.model.KotlinModelSerializerService
1423:             1             16  org.jetbrains.osgi.jps.build.OsmorcBuilder
1424:             1             16  org.jetbrains.osgi.jps.build.OsmorcBuilderService
1425:             1             16  org.jetbrains.osgi.jps.model.impl.JpsOsmorcModelSerializerExtension
1426:             1             16  org.jetbrains.plugins.javaFX.JpsJavaFxModelSerializerExtension
1427:             1             16  org.jetbrains.plugins.javaFX.preloader.JpsJavaFxPreloaderModelSerializerExtension
1428:             1             16  org.slf4j.helpers.NOPLoggerFactory
1429:             1             16  sun.misc.ASCIICaseInsensitiveComparator
1430:             1             16  sun.misc.FloatingDecimal$1
1431:             1             16  sun.misc.Launcher
1432:             1             16  sun.misc.Launcher$Factory
1433:             1             16  sun.misc.Perf
1434:             1             16  sun.misc.Unsafe
1435:             1             16  sun.net.ExtendedOptionsImpl$$Lambda$7/787387795
1436:             1             16  sun.net.www.protocol.file.Handler
1437:             1             16  sun.net.www.protocol.jar.JarFileFactory
1438:             1             16  sun.nio.ch.ExtendedSocketOption$1
1439:             1             16  sun.nio.ch.Net$1
1440:             1             16  sun.nio.ch.Util$1
1441:             1             16  sun.nio.ch.WindowsSelectorProvider
1442:             1             16  sun.nio.fs.WindowsChannelFactory$1
1443:             1             16  sun.nio.fs.WindowsFileSystemProvider
1444:             1             16  sun.reflect.BootstrapConstructorAccessorImpl
1445:             1             16  sun.reflect.GeneratedConstructorAccessor1
1446:             1             16  sun.reflect.ReflectionFactory
1447:             1             16  sun.reflect.generics.tree.BottomSignature
1448:             1             16  sun.security.provider.NativeSeedGenerator
1449:             1             16  sun.security.util.AlgorithmDecomposer
1450:             1             16  sun.security.util.DisabledAlgorithmConstraints$Constraints
1451:             1             16  sun.util.calendar.Gregorian
1452:             1             16  sun.util.locale.provider.AuxLocaleProviderAdapter$NullProvider
1453:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter
1454:             1             16  sun.util.locale.provider.SPILocaleProviderAdapter
1455:             1             16  sun.util.logging.LoggingSupport$1
1456:             1             16  sun.util.logging.PlatformLogger$1
1457:             1             16  sun.util.resources.LocaleData
1458:             1             16  sun.util.resources.LocaleData$LocaleDataResourceBundleControl
Total        166016       22600704
